x,y,contrast,rms,std
74.6,89.99999999999997,5.479999999999999,3.664096329823e-05,3.410061950165328e-05
74.6,89.99999999999997,5.499999999999998,3.6582278419676904e-05,3.418136948394256e-05
74.6,89.99999999999997,5.519999999999998,3.653069390364435e-05,3.426304442048082e-05
74.6,89.99999999999997,5.539999999999997,3.649283494038392e-05,3.4348798782195326e-05
74.6,89.99999999999997,5.559999999999997,3.6454429116858224e-05,3.4432018764941625e-05
74.6,89.99999999999997,5.5799999999999965,3.6422170231351406e-05,3.451581618389281e-05
74.6,89.99999999999997,5.599999999999996,3.637465590561948e-05,3.457334853227231e-05
74.6,89.99999999999997,5.619999999999996,3.63534000390994e-05,3.465776704271264e-05
74.6,89.99999999999997,5.639999999999995,3.6337430601266e-05,3.474247808146209e-05
74.6,89.99999999999997,5.659999999999995,3.6326477134879896e-05,3.482739584766142e-05
74.6,89.99999999999997,5.679999999999994,3.632027846787954e-05,3.491243965374197e-05
74.6,89.99999999999997,5.699999999999994,3.6318582612846524e-05,3.499753368599943e-05
74.6,89.99999999999997,5.7199999999999935,3.6321146648239044e-05,3.508260677386084e-05
74.6,89.99999999999997,5.739999999999993,3.632773658320007e-05,3.51675921677851e-05
74.6,89.99999999999997,5.759999999999993,3.6338127207705934e-05,3.525242732570197e-05
74.6,89.99999999999997,5.779999999999992,3.6352101929767016e-05,3.533705370786367e-05
74.6,90.09999999999997,5.4,3.704147962508532e-05,3.392018004742212e-05
74.6,90.09999999999997,5.42,3.694468907697072e-05,3.398308287750358e-05
74.6,90.09999999999997,5.4399999999999995,3.6855851625936206e-05,3.404543634431139e-05
74.6,90.09999999999997,5.459999999999999,3.67806775828967e-05,3.4121266596410706e-05
74.6,90.09999999999997,5.479999999999999,3.6713291207260975e-05,3.419835674642884e-05
74.6,90.09999999999997,5.499999999999998,3.666723531088094e-05,3.428690474085702e-05
74.6,90.09999999999997,5.519999999999998,3.661421015833342e-05,3.436599830155901e-05
74.6,90.09999999999997,5.539999999999997,3.656796768281877e-05,3.444596209209751e-05
74.6,90.09999999999997,5.559999999999997,3.6528191077650074e-05,3.452667935483212e-05
74.6,90.09999999999997,5.5799999999999965,3.6494572944036954e-05,3.4608039778238135e-05
74.6,90.09999999999997,5.599999999999996,3.6466815308464716e-05,3.468993921815694e-05
74.6,90.09999999999997,5.619999999999996,3.644462961314886e-05,3.4772279426903245e-05
74.6,90.09999999999997,5.639999999999995,3.642773668125784e-05,3.485496779047476e-05
74.6,90.09999999999997,5.659999999999995,3.639349881444351e-05,3.4910483354358616e-05
74.6,90.09999999999997,5.679999999999994,3.6386012057129106e-05,3.4993395428650614e-05
74.6,90.09999999999997,5.699999999999994,3.6383043490054765e-05,3.5076414072011956e-05
74.6,90.09999999999997,5.7199999999999935,3.6384350650190513e-05,3.5159466629670566e-05
74.6,90.09999999999997,5.739999999999993,3.638969995333187e-05,3.5242484893683676e-05
74.6,90.09999999999997,5.759999999999993,3.639886654645587e-05,3.532540489055141e-05
74.6,90.09999999999997,5.779999999999992,3.641163414719406e-05,3.540816667703346e-05
74.6,90.19999999999996,5.4,3.7147665795449055e-05,3.407879004589586e-05
74.6,90.19999999999996,5.42,3.705488461866535e-05,3.414810125644884e-05
74.6,90.19999999999996,5.4399999999999995,3.6970611148053856e-05,3.421906984043676e-05
74.6,90.19999999999996,5.459999999999999,3.688843798649516e-05,3.428048424557133e-05
74.6,90.19999999999996,5.479999999999999,3.6833678442221176e-05,3.43643651160282e-05
74.6,90.19999999999996,5.499999999999998,3.677222203599633e-05,3.44390222920146e-05
74.6,90.19999999999996,5.519999999999998,3.670916770964294e-05,3.450875525000858e-05
74.6,90.19999999999996,5.539999999999997,3.6661741121985843e-05,3.458551970032278e-05
74.6,90.19999999999996,5.559999999999997,3.662079103481457e-05,3.466312587129942e-05
74.6,90.19999999999996,5.5799999999999965,3.6586010696479304e-05,3.4741461186695426e-05
74.6,90.19999999999996,5.599999999999996,3.654878636126221e-05,3.48070390979932e-05
74.6,90.19999999999996,5.619999999999996,3.651640896143672e-05,3.487395324120305e-05
74.6,90.19999999999996,5.639999999999995,3.649786318067947e-05,3.495357996590521e-05
74.6,90.19999999999996,5.659999999999995,3.648436164538473e-05,3.503355063200939e-05
74.6,90.19999999999996,5.679999999999994,3.647564426997247e-05,3.51137809200489e-05
74.6,90.19999999999996,5.699999999999994,3.647146004670767e-05,3.519419144305181e-05
74.6,90.19999999999996,5.7199999999999935,3.647156693057901e-05,3.527470751931762e-05
74.6,90.19999999999996,5.739999999999993,3.6451797171268064e-05,3.532697577901842e-05
74.6,90.19999999999996,5.759999999999993,3.6459448264766965e-05,3.540729991149789e-05
74.6,90.19999999999996,5.779999999999992,3.647072383939788e-05,3.5487536130951755e-05
74.6,90.29999999999995,5.4,3.722109660421211e-05,3.413644462991912e-05
74.6,90.29999999999995,5.42,3.7124826268386365e-05,3.420188801041484e-05
74.6,90.29999999999995,5.4399999999999995,3.7037095025832355e-05,3.426908642960728e-05
74.6,90.29999999999995,5.459999999999999,3.6957543071959824e-05,3.433788219832126e-05
74.6,90.29999999999995,5.479999999999999,3.688581928933062e-05,3.44081255435751e-05
74.6,90.29999999999995,5.499999999999998,3.6821581419830675e-05,3.447967431167858e-05
74.6,90.29999999999995,5.519999999999998,3.676449620466929e-05,3.455239367521523e-05
74.6,90.29999999999995,5.539999999999997,3.6714239493012107e-05,3.462615584472814e-05
74.6,90.29999999999995,5.559999999999997,3.6670496320274985e-05,3.470083978580851e-05
74.6,90.29999999999995,5.5799999999999965,3.663296095729399e-05,3.4776330942176977e-05
74.6,90.29999999999995,5.599999999999996,3.658798499096767e-05,3.483482129458067e-05
74.6,90.29999999999995,5.619999999999996,3.65616508990235e-05,3.491140076757368e-05
74.6,90.29999999999995,5.639999999999995,3.6529650119718255e-05,3.4973032937459874e-05
74.6,90.29999999999995,5.659999999999995,3.6513550450973737e-05,3.5050474609846464e-05
74.6,90.29999999999995,5.679999999999994,3.649445551027757e-05,3.5122643861216154e-05
74.6,90.29999999999995,5.699999999999994,3.648688035188417e-05,3.519450390074264e-05
74.6,90.29999999999995,5.7199999999999935,3.6484434804290525e-05,3.527271113962014e-05
74.6,90.29999999999995,5.739999999999993,3.648609349142829e-05,3.535101709022599e-05
74.6,90.29999999999995,5.759999999999993,3.649163185619776e-05,3.542935404053023e-05
74.6,90.29999999999995,5.779999999999992,3.650083379476546e-05,3.55076583903095e-05
74.6,90.39999999999995,5.4,3.726419654082181e-05,3.42011861121236e-05
74.6,90.39999999999995,5.42,3.717694496068244e-05,3.427047398910377e-05
74.6,90.39999999999995,5.4399999999999995,3.7088392587263636e-05,3.4335882657472966e-05
74.6,90.39999999999995,5.459999999999999,3.69986968672415e-05,3.4387836489448754e-05
74.6,90.39999999999995,5.479999999999999,3.69269837634031e-05,3.445024912848606e-05
74.6,90.39999999999995,5.499999999999998,3.68614860536936e-05,3.452005940190941e-05
74.6,90.39999999999995,5.519999999999998,3.68031545102183e-05,3.459109313287879e-05
74.6,90.39999999999995,5.539999999999997,3.6751665597084326e-05,3.4663221031719854e-05
74.6,90.39999999999995,5.559999999999997,3.6706704910563376e-05,3.473632058559562e-05
74.6,90.39999999999995,5.5799999999999965,3.666796722933179e-05,3.4810275783628465e-05
74.6,90.39999999999995,5.599999999999996,3.6621715057235036e-05,3.486720934554078e-05
74.6,90.39999999999995,5.619999999999996,3.659421310790793e-05,3.494234669184537e-05
74.6,90.39999999999995,5.639999999999995,3.656496847792123e-05,3.501326540520267e-05
74.6,90.39999999999995,5.659999999999995,3.654797995845661e-05,3.5089388214895515e-05
74.6,90.39999999999995,5.679999999999994,3.6535831544504805e-05,3.516587982241582e-05
74.6,90.39999999999995,5.699999999999994,3.652827270919931e-05,3.524265772445803e-05
74.6,90.39999999999995,5.7199999999999935,3.652506176744446e-05,3.531964418777402e-05
74.6,90.39999999999995,5.739999999999993,3.652596575148896e-05,3.539676603166583e-05
74.6,90.39999999999995,5.759999999999993,3.6530760272041175e-05,3.547395441810737e-05
74.6,90.39999999999995,5.779999999999992,3.653922936653742e-05,3.5551144649454394e-05
74.6,90.49999999999994,5.4,3.7214635098458293e-05,3.414997553396448e-05
74.6,90.49999999999994,5.42,3.7109993639693264e-05,3.420006652407608e-05
74.6,90.49999999999994,5.4399999999999995,3.7022632447203284e-05,3.426695325527939e-05
74.6,90.49999999999994,5.459999999999999,3.6943442237621145e-05,3.433545823111571e-05
74.6,90.49999999999994,5.479999999999999,3.687207192168481e-05,3.4405430716156616e-05
74.6,90.49999999999994,5.499999999999998,3.67998327400708e-05,3.4462437723338244e-05
74.6,90.49999999999994,5.519999999999998,3.67429735475323e-05,3.453500810765665e-05
74.6,90.49999999999994,5.539999999999997,3.669293816912677e-05,3.4608637500355996e-05
74.6,90.49999999999994,5.559999999999997,3.663659803058698e-05,3.4665817426729645e-05
74.6,90.49999999999994,5.5799999999999965,3.659893344915445e-05,3.4740992069922756e-05
74.6,90.49999999999994,5.599999999999996,3.656718085180095e-05,3.4816883786468115e-05
74.6,90.49999999999994,5.619999999999996,3.654105313078825e-05,3.489338934261201e-05
74.6,90.49999999999994,5.639999999999995,3.6520272390680564e-05,3.4970411223828026e-05
74.6,90.49999999999994,5.659999999999995,3.6504569896422684e-05,3.5047857385231224e-05
74.6,90.49999999999994,5.679999999999994,3.649368600011477e-05,3.5125641009555325e-05
74.6,90.49999999999994,5.699999999999994,3.648737004820846e-05,3.520368027281851e-05
74.6,90.49999999999994,5.7199999999999935,3.648538027084937e-05,3.5281898117749966e-05
74.6,90.49999999999994,5.739999999999993,3.649464563879869e-05,3.536513295967965e-05
74.6,90.49999999999994,5.759999999999993,3.650051405950273e-05,3.5443462920930144e-05
74.6,90.49999999999994,5.779999999999992,3.6510036915359815e-05,3.5521767320114004e-05
74.6,90.59999999999994,5.4,3.719059814622742e-05,3.414539193046987e-05
74.6,90.59999999999994,5.42,3.7094924699041175e-05,3.4209836558557585e-05
74.6,90.59999999999994,5.4399999999999995,3.7007779565147854e-05,3.4276080373333106e-05
74.6,90.59999999999994,5.459999999999999,3.692880285855888e-05,3.434396401960169e-05
74.6,90.59999999999994,5.479999999999999,3.6846169714651945e-05,3.4396827769404596e-05
74.6,90.59999999999994,5.499999999999998,3.67821260866279e-05,3.4467313491736355e-05
74.6,90.59999999999994,5.519999999999998,3.673361547764726e-05,3.454430879460504e-05
74.6,90.59999999999994,5.539999999999997,3.668342125616697e-05,3.461705329728936e-05
74.6,90.59999999999994,5.559999999999997,3.6639735825550474e-05,3.469075954289929e-05
74.6,90.59999999999994,5.5799999999999965,3.660225365420539e-05,3.476531150860219e-05
74.6,90.59999999999994,5.599999999999996,3.657067846174586e-05,3.4840599421201936e-05
74.6,90.59999999999994,5.619999999999996,3.6544723214189884e-05,3.491651949369286e-05
74.6,90.59999999999994,5.639999999999995,3.6524110094503566e-05,3.4992973668839036e-05
74.6,90.59999999999994,5.659999999999995,3.650857045015397e-05,3.5069869370039905e-05
74.6,90.59999999999994,5.679999999999994,3.648878172502434e-05,3.513375191562655e-05
74.6,90.59999999999994,5.699999999999994,3.6482533949171614e-05,3.52113438440827e-05
74.6,90.59999999999994,5.7199999999999935,3.648061071883038e-05,3.528912902337926e-05
74.6,90.59999999999994,5.739999999999993,3.648277904215934e-05,3.5367034455553735e-05
74.6,90.59999999999994,5.759999999999993,3.6488814544173146e-05,3.544499149349582e-05
74.6,90.59999999999994,5.779999999999992,3.6498501312505215e-05,3.5522935637558305e-05
74.6,90.69999999999993,5.4,3.713402894114457e-05,3.407004537656674e-05
74.6,90.69999999999993,5.42,3.703945158391377e-05,3.413645731481041e-05
74.6,90.69999999999993,5.4399999999999995,3.695339296587668e-05,3.4204619994292715e-05
74.6,90.69999999999993,5.459999999999999,3.6866630597079765e-05,3.426948913136596e-05
74.6,90.69999999999993,5.479999999999999,3.67853523390857e-05,3.432436650558327e-05
74.6,90.69999999999993,5.499999999999998,3.672265959489042e-05,3.439685052620899e-05
74.6,90.69999999999993,5.519999999999998,3.6667098364730145e-05,3.447049835189602e-05
74.6,90.69999999999993,5.539999999999997,3.661834400815246e-05,3.454518164350317e-05
74.6,90.69999999999993,5.559999999999997,3.657608112582658e-05,3.462077886713271e-05
74.6,90.69999999999993,5.5799999999999965,3.654000360775207e-05,3.4697175014323004e-05
74.6,90.69999999999993,5.599999999999996,3.650981465344117e-05,3.477426132881843e-05
74.6,90.69999999999993,5.619999999999996,3.648522676560736e-05,3.4851935040320605e-05
74.6,90.69999999999993,5.639999999999995,3.64659617189878e-05,3.493009910553994e-05
74.6,90.69999999999993,5.659999999999995,3.645175050599508e-05,3.50086619567916e-05
74.6,90.69999999999993,5.679999999999994,3.6448077225341967e-05,3.5090204178124336e-05
74.6,90.69999999999993,5.699999999999994,3.6435276692278274e-05,3.516371373017783e-05
74.6,90.69999999999993,5.7199999999999935,3.643455930826238e-05,3.524285047766072e-05
74.6,90.69999999999993,5.739999999999993,3.6437912778714805e-05,3.5322072589084495e-05
74.6,90.69999999999993,5.759999999999993,3.6435863348963405e-05,3.538836172487065e-05
74.6,90.69999999999993,5.779999999999992,3.644661685786148e-05,3.546761847934006e-05
74.6,90.79999999999993,5.4,3.7042984688916955e-05,3.399545561872305e-05
74.6,90.79999999999993,5.42,3.695075046377272e-05,3.406407493752431e-05
74.6,90.79999999999993,5.4399999999999995,3.68670039629787e-05,3.413438934160844e-05
74.6,90.79999999999993,5.459999999999999,3.6780191283495896e-05,3.4189879982072725e-05
74.6,90.79999999999993,5.479999999999999,3.6711981762678256e-05,3.426288651275238e-05
74.6,90.79999999999993,5.499999999999998,3.665222723787814e-05,3.433122563593093e-05
74.6,90.79999999999993,5.519999999999998,3.6598326538384715e-05,3.440656092560811e-05
74.6,90.79999999999993,5.539999999999997,3.655120419844606e-05,3.4482887286848195e-05
74.6,90.79999999999993,5.559999999999997,3.651054457385801e-05,3.4560084225170994e-05
74.6,90.79999999999993,5.5799999999999965,3.646795648767074e-05,3.463365120906668e-05
74.6,90.79999999999993,5.599999999999996,3.644724006126252e-05,3.471726826323289e-05
74.6,90.79999999999993,5.619999999999996,3.6424187303941876e-05,3.4796420253734383e-05
74.6,90.79999999999993,5.639999999999995,3.64064283387765e-05,3.4876023281534404e-05
74.6,90.79999999999993,5.659999999999995,3.639369415409914e-05,3.495598678138079e-05
74.6,90.79999999999993,5.679999999999994,3.638572492711026e-05,3.5036225406878534e-05
74.6,90.79999999999993,5.699999999999994,3.638226992557697e-05,3.511665879336626e-05
74.6,90.79999999999993,5.7199999999999935,3.638308739158966e-05,3.51972113288703e-05
74.6,90.79999999999993,5.739999999999993,3.638794440913629e-05,3.527781193313812e-05
74.6,90.79999999999993,5.759999999999993,3.639661675721675e-05,3.5358393844713653e-05
74.6,90.79999999999993,5.779999999999992,3.640888875016801e-05,3.54388944159821e-05
74.6,90.89999999999992,5.4,3.703301810674735e-05,3.3998248201414034e-05
74.6,90.89999999999992,5.42,3.6940915515773125e-05,3.40664372591101e-05
74.6,90.89999999999992,5.4399999999999995,3.6857288193403627e-05,3.413632965924038e-05
74.6,90.89999999999992,5.459999999999999,3.6781775174090335e-05,3.42077679775617e-05
74.6,90.89999999999992,5.479999999999999,3.6714024328647794e-05,3.428060277574179e-05
74.6,90.89999999999992,5.499999999999998,3.664171108955777e-05,3.433782747704468e-05
74.6,90.89999999999992,5.519999999999998,3.658811250626645e-05,3.441281378334679e-05
74.6,90.89999999999992,5.539999999999997,3.654127915442546e-05,3.448879776745402e-05
74.6,90.89999999999992,5.559999999999997,3.650089575482621e-05,3.456565887498649e-05
74.6,90.89999999999992,5.5799999999999965,3.646665637769186e-05,3.464328306746046e-05
74.6,90.89999999999992,5.599999999999996,3.643826445952956e-05,3.47215625473524e-05
74.6,90.89999999999992,5.619999999999996,3.6415432793368305e-05,3.4800395490353315e-05
74.6,90.89999999999992,5.639999999999995,3.6397883494050885e-05,3.487968578511751e-05
74.6,90.89999999999992,5.659999999999995,3.638534794031223e-05,3.495934278073507e-05
74.6,90.89999999999992,5.679999999999994,3.6377566695415536e-05,3.5039281042090514e-05
74.6,90.89999999999992,5.699999999999994,3.637428940813317e-05,3.511942011321022e-05
74.6,90.89999999999992,5.7199999999999935,3.637527469585416e-05,3.519968428864922e-05
74.6,90.89999999999992,5.739999999999993,3.638029001157722e-05,3.528000239292164e-05
74.6,90.89999999999992,5.759999999999993,3.638911149650974e-05,3.536030756793921e-05
74.6,90.89999999999992,5.779999999999992,3.6392614044443845e-05,3.5428132031596777e-05
74.6,90.99999999999991,5.4,3.7026620378171314e-05,3.399714216047423e-05
74.6,90.99999999999991,5.42,3.6934645430804345e-05,3.406501185405275e-05
74.6,90.99999999999991,5.4399999999999995,3.684012512907042e-05,3.411834933890106e-05
74.6,90.99999999999991,5.459999999999999,3.676433835199715e-05,3.4189239814184957e-05
74.6,90.99999999999991,5.479999999999999,3.6696300061855424e-05,3.4261535577755555e-05
74.6,90.99999999999991,5.499999999999998,3.663566813618228e-05,3.4335094879759955e-05
74.6,90.99999999999991,5.519999999999998,3.6582109564141786e-05,3.4409783338550745e-05
74.6,90.99999999999991,5.539999999999997,3.653530055057751e-05,3.4485473647704316e-05
74.6,90.99999999999991,5.559999999999997,3.649492658928074e-05,3.456204528873709e-05
74.6,90.99999999999991,5.5799999999999965,3.646068250677324e-05,3.463938425010307e-05
74.6,90.99999999999991,5.599999999999996,3.64322724780561e-05,3.471738275295398e-05
74.6,90.99999999999991,5.619999999999996,3.640941001589682e-05,3.479593898405089e-05
74.6,90.99999999999991,5.639999999999995,3.639181793531786e-05,3.487495683613251e-05
74.6,90.99999999999991,5.659999999999995,3.637922829501307e-05,3.4954345655970525e-05
74.6,90.99999999999991,5.679999999999994,3.637138231745632e-05,3.503402000027547e-05
74.6,90.99999999999991,5.699999999999994,3.63680302894817e-05,3.511389939955711e-05
74.6,90.99999999999991,5.7199999999999935,3.636893144510897e-05,3.51939081299913e-05
74.6,90.99999999999991,5.739999999999993,3.637385383236489e-05,3.527397499329895e-05
74.6,90.99999999999991,5.759999999999993,3.638257416581213e-05,3.535403310460303e-05
74.6,90.99999999999991,5.779999999999992,3.639487766644609e-05,3.5434019688194874e-05
74.6,91.09999999999991,5.4,3.6979331504273576e-05,3.394743887471295e-05
74.6,91.09999999999991,5.42,3.688816363701686e-05,3.401612643719282e-05
74.6,91.09999999999991,5.4399999999999995,3.680542405756386e-05,3.408649311270707e-05
74.6,91.09999999999991,5.459999999999999,3.673075315898914e-05,3.415838242455108e-05
74.6,91.09999999999991,5.479999999999999,3.666380017703776e-05,3.423164585616018e-05
74.6,91.09999999999991,5.499999999999998,3.660422335660581e-05,3.430614254712176e-05
74.6,91.09999999999991,5.519999999999998,3.655169008533163e-05,3.438173899358924e-05
74.6,91.09999999999991,5.539999999999997,3.650587699522234e-05,3.445830875390088e-05
74.6,91.09999999999991,5.559999999999997,3.646647003345701e-05,3.4535732160084914e-05
74.6,91.09999999999991,5.5799999999999965,3.64331645036909e-05,3.4613896035820325e-05
74.6,91.09999999999991,5.599999999999996,3.640566507933547e-05,3.4692693421321176e-05
74.6,91.09999999999991,5.619999999999996,3.63836857904069e-05,3.477202330552013e-05
