x,y,contrast,rms,std
75.29999999999995,89.89999999999998,5.739999999999993,3.5802030362499116e-05,3.4585363437404644e-05
75.29999999999995,89.89999999999998,5.759999999999993,3.582141718845964e-05,3.468282955616011e-05
75.29999999999995,89.89999999999998,5.779999999999992,3.5844262673795e-05,3.477975214198421e-05
75.29999999999995,89.99999999999997,5.4,3.628187062986655e-05,3.296734279981225e-05
75.29999999999995,89.99999999999997,5.42,3.620267872413834e-05,3.306352636331441e-05
75.29999999999995,89.99999999999997,5.4399999999999995,3.611507811613244e-05,3.3136224238649976e-05
75.29999999999995,89.99999999999997,5.459999999999999,3.6051947246805826e-05,3.323389623188038e-05
75.29999999999995,89.99999999999997,5.479999999999999,3.599654763719505e-05,3.3332259858132386e-05
75.29999999999995,89.99999999999997,5.499999999999998,3.59485247742962e-05,3.343118997627061e-05
75.29999999999995,89.99999999999997,5.519999999999998,3.590753388768992e-05,3.353056881298237e-05
75.29999999999995,89.99999999999997,5.539999999999997,3.587324006169552e-05,3.363028562313917e-05
75.29999999999995,89.99999999999997,5.559999999999997,3.5845318312293265e-05,3.3730236360807836e-05
75.29999999999995,89.99999999999997,5.5799999999999965,3.582345363046836e-05,3.383032336116721e-05
75.29999999999995,89.99999999999997,5.599999999999996,3.580734099379484e-05,3.3930455033489304e-05
75.29999999999995,89.99999999999997,5.619999999999996,3.579082322776244e-05,3.4020315840408036e-05
75.29999999999995,89.99999999999997,5.639999999999995,3.578513368281039e-05,3.4120212447904556e-05
75.29999999999995,89.99999999999997,5.659999999999995,3.5784344564043186e-05,3.421991444165722e-05
75.29999999999995,89.99999999999997,5.679999999999994,3.577529856619962e-05,3.430264728957259e-05
75.29999999999995,89.99999999999997,5.699999999999994,3.578319225287164e-05,3.440153928689772e-05
75.29999999999995,89.99999999999997,5.7199999999999935,3.578632108885446e-05,3.44874028956027e-05
75.29999999999995,89.99999999999997,5.739999999999993,3.5802030362499116e-05,3.4585363437404644e-05
75.29999999999995,89.99999999999997,5.759999999999993,3.582141718845964e-05,3.468282955616011e-05
75.29999999999995,89.99999999999997,5.779999999999992,3.5844262673795e-05,3.477975214198421e-05
75.29999999999995,90.09999999999997,5.4,3.626821260928253e-05,3.29609989827461e-05
75.29999999999995,90.09999999999997,5.42,3.6172734506133404e-05,3.3032892856433974e-05
75.29999999999995,90.09999999999997,5.4399999999999995,3.610167222399575e-05,3.312966288946941e-05
75.29999999999995,90.09999999999997,5.459999999999999,3.603870454439459e-05,3.322726314549211e-05
75.29999999999995,90.09999999999997,5.479999999999999,3.5983467226925095e-05,3.332556047701809e-05
75.29999999999995,90.09999999999997,5.499999999999998,3.5935605632001154e-05,3.342442946602581e-05
75.29999999999995,90.09999999999997,5.519999999999998,3.5894774869854654e-05,3.352375207378941e-05
75.29999999999995,90.09999999999997,5.539999999999997,3.586063991279373e-05,3.3623417300970654e-05
75.29999999999995,90.09999999999997,5.559999999999997,3.583287567217263e-05,3.3723320858340645e-05
75.29999999999995,90.09999999999997,5.5799999999999965,3.581116704173116e-05,3.382336484839175e-05
75.29999999999995,90.09999999999997,5.599999999999996,3.579520890912699e-05,3.392345745800216e-05
75.29999999999995,90.09999999999997,5.619999999999996,3.5784706137609867e-05,3.4023512662230805e-05
75.29999999999995,90.09999999999997,5.639999999999995,3.5779373519877155e-05,3.412344993924647e-05
75.29999999999995,90.09999999999997,5.659999999999995,3.5778935706206875e-05,3.422319399633145e-05
75.29999999999995,90.09999999999997,5.679999999999994,3.577021060404915e-05,3.430596274203877e-05
75.29999999999995,90.09999999999997,5.699999999999994,3.57784449024336e-05,3.440489970197828e-05
75.29999999999995,90.09999999999997,5.7199999999999935,3.579081138163192e-05,3.450345054820215e-05
75.29999999999995,90.09999999999997,5.739999999999993,3.580707300374329e-05,3.460155831280325e-05
75.29999999999995,90.09999999999997,5.759999999999993,3.582700190474685e-05,3.469917004713366e-05
75.29999999999995,90.09999999999997,5.779999999999992,3.584287245112557e-05,3.4785380151262614e-05
75.29999999999995,90.19999999999996,5.4,3.614431936076044e-05,3.28212703508863e-05
75.29999999999995,90.19999999999996,5.42,3.60672104086647e-05,3.292015460344102e-05
75.29999999999995,90.19999999999996,5.4399999999999995,3.5998529776790365e-05,3.3019921441654664e-05
75.29999999999995,90.19999999999996,5.459999999999999,3.593790318052452e-05,3.31204319358139e-05
75.29999999999995,90.19999999999996,5.479999999999999,3.588496584499512e-05,3.322155523260712e-05
75.29999999999995,90.19999999999996,5.499999999999998,3.5846270773716676e-05,3.332672794451331e-05
75.29999999999995,90.19999999999996,5.519999999999998,3.5807566968290755e-05,3.342871611223583e-05
75.29999999999995,90.19999999999996,5.539999999999997,3.577551753289784e-05,3.353096902833732e-05
75.29999999999995,90.19999999999996,5.559999999999997,3.574979726154867e-05,3.363338461793745e-05
75.29999999999995,90.19999999999996,5.5799999999999965,3.573009100802834e-05,3.373586716132868e-05
75.29999999999995,90.19999999999996,5.599999999999996,3.571609369355499e-05,3.38383269839124e-05
75.29999999999995,90.19999999999996,5.619999999999996,3.570751028440139e-05,3.394068015771854e-05
75.29999999999995,90.19999999999996,5.639999999999995,3.57040557415719e-05,3.404284821447014e-05
75.29999999999995,90.19999999999996,5.659999999999995,3.570545494467975e-05,3.4144757870093915e-05
75.29999999999995,90.19999999999996,5.679999999999994,3.5698454690835035e-05,3.422955355529971e-05
75.29999999999995,90.19999999999996,5.699999999999994,3.5708446102100624e-05,3.433053310962455e-05
75.29999999999995,90.19999999999996,5.7199999999999935,3.572252964158689e-05,3.443106709044899e-05
75.29999999999995,90.19999999999996,5.739999999999993,3.574046870103546e-05,3.453110034981868e-05
75.29999999999995,90.19999999999996,5.759999999999993,3.575309696881969e-05,3.461773835405704e-05
75.29999999999995,90.19999999999996,5.779999999999992,3.577798948901752e-05,3.4716684442506385e-05
75.29999999999995,90.29999999999995,5.4,3.591445116428227e-05,3.2576722466279755e-05
75.29999999999995,90.29999999999995,5.42,3.583640139893707e-05,3.2671246767464216e-05
75.29999999999995,90.29999999999995,5.4399999999999995,3.578633714659162e-05,3.2787037399328876e-05
75.29999999999995,90.29999999999995,5.459999999999999,3.57299792125294e-05,3.289339868104318e-05
75.29999999999995,90.29999999999995,5.479999999999999,3.567456236392166e-05,3.298824415712818e-05
75.29999999999995,90.29999999999995,5.499999999999998,3.56327221467707e-05,3.3095117684202567e-05
75.29999999999995,90.29999999999995,5.519999999999998,3.559781371808971e-05,3.320221476267221e-05
75.29999999999995,90.29999999999995,5.539999999999997,3.556950069988644e-05,3.330943072628059e-05
75.29999999999995,90.29999999999995,5.559999999999997,3.556103938326148e-05,3.3441490473742906e-05
75.29999999999995,90.29999999999995,5.5799999999999965,3.554522777371171e-05,3.354856441343527e-05
75.29999999999995,90.29999999999995,5.599999999999996,3.553505633602672e-05,3.36554826218254e-05
75.29999999999995,90.29999999999995,5.619999999999996,3.553022957579848e-05,3.376216505080212e-05
75.29999999999995,90.29999999999995,5.639999999999995,3.55180457705971e-05,3.3852078506839186e-05
75.29999999999995,90.29999999999995,5.659999999999995,3.5522723629237725e-05,3.3957851077609714e-05
75.29999999999995,90.29999999999995,5.679999999999994,3.552503092427478e-05,3.4052325277665404e-05
75.29999999999995,90.29999999999995,5.699999999999994,3.553831511456513e-05,3.4157098652589304e-05
75.29999999999995,90.29999999999995,5.7199999999999935,3.555562569011805e-05,3.4261317048216276e-05
75.29999999999995,90.29999999999995,5.739999999999993,3.557915190298628e-05,3.43624798811931e-05
75.29999999999995,90.29999999999995,5.759999999999993,3.56035598368639e-05,3.446533322944759e-05
75.29999999999995,90.29999999999995,5.779999999999992,3.56313170667746e-05,3.456748988750014e-05
75.29999999999995,90.39999999999995,5.4,3.5824184194765676e-05,3.245418864549075e-05
75.29999999999995,90.39999999999995,5.42,3.5753534493175944e-05,3.256237760580299e-05
75.29999999999995,90.39999999999995,5.4399999999999995,3.569122398010947e-05,3.2671189538695726e-05
75.29999999999995,90.39999999999995,5.459999999999999,3.563687579854245e-05,3.2780491995913005e-05
75.29999999999995,90.39999999999995,5.479999999999999,3.559012287149444e-05,3.2890160586502976e-05
75.29999999999995,90.39999999999995,5.499999999999998,3.556379883135707e-05,3.3009226990516114e-05
75.29999999999995,90.39999999999995,5.519999999999998,3.553098822476441e-05,3.311919731726547e-05
75.29999999999995,90.39999999999995,5.539999999999997,3.5504733917436756e-05,3.32292069817612e-05
75.29999999999995,90.39999999999995,5.559999999999997,3.5476300168876175e-05,3.3325955310801606e-05
75.29999999999995,90.39999999999995,5.5799999999999965,3.54618214283909e-05,3.343551792824877e-05
75.29999999999995,90.39999999999995,5.599999999999996,3.543483329461185e-05,3.351789218338735e-05
75.29999999999995,90.39999999999995,5.619999999999996,3.5430739239267495e-05,3.3626638780221636e-05
75.29999999999995,90.39999999999995,5.639999999999995,3.5431685724659686e-05,3.3735015328378725e-05
75.29999999999995,90.39999999999995,5.659999999999995,3.54373977064745e-05,3.384295401430534e-05
75.29999999999995,90.39999999999995,5.679999999999994,3.544761010214368e-05,3.395039182152724e-05
75.29999999999995,90.39999999999995,5.699999999999994,3.546206766065146e-05,3.405727027495801e-05
75.29999999999995,90.39999999999995,5.7199999999999935,3.54805248129347e-05,3.4163535196836235e-05
75.29999999999995,90.39999999999995,5.739999999999993,3.5502745505046943e-05,3.426913647394979e-05
75.29999999999995,90.39999999999995,5.759999999999993,3.552850301618259e-05,3.43740278357896e-05
75.29999999999995,90.39999999999995,5.779999999999992,3.555757976356961e-05,3.447816664326396e-05
75.29999999999995,90.49999999999994,5.4,3.575703905876431e-05,3.239702641653041e-05
75.29999999999995,90.49999999999994,5.42,3.568894917417703e-05,3.250764357254757e-05
75.29999999999995,90.49999999999994,5.4399999999999995,3.562915520788603e-05,3.261882184365226e-05
75.29999999999995,90.49999999999994,5.459999999999999,3.557727960520222e-05,3.2730430136163483e-05
75.29999999999995,90.49999999999994,5.479999999999999,3.5532954707107056e-05,3.284234542258598e-05
75.29999999999995,90.49999999999994,5.499999999999998,3.5495822928749794e-05,3.2954452352683424e-05
75.29999999999995,90.49999999999994,5.519999999999998,3.5465536897281266e-05,3.306664287771083e-05
75.29999999999995,90.49999999999994,5.539999999999997,3.544175955057401e-05,3.317881588804539e-05
75.29999999999995,90.49999999999994,5.559999999999997,3.542416419862222e-05,3.3290876864338546e-05
75.29999999999995,90.49999999999994,5.5799999999999965,3.541243454961079e-05,3.34027375422104e-05
75.29999999999995,90.49999999999994,5.599999999999996,3.5406264702793816e-05,3.3514315590421666e-05
75.29999999999995,90.49999999999994,5.619999999999996,3.539562965396307e-05,3.361142055588296e-05
75.29999999999995,90.49999999999994,5.639999999999995,3.5399354679496254e-05,3.372198258822917e-05
75.29999999999995,90.49999999999994,5.659999999999995,3.539772236964927e-05,3.3818342425420905e-05
75.29999999999995,90.49999999999994,5.679999999999994,3.5410326779981765e-05,3.3927691367096184e-05
75.29999999999995,90.49999999999994,5.699999999999994,3.542712436438415e-05,3.403643210719423e-05
75.29999999999995,90.49999999999994,5.7199999999999935,3.54478699673833e-05,3.414451176561689e-05
75.29999999999995,90.49999999999994,5.739999999999993,3.547232801390235e-05,3.4251881500788075e-05
75.29999999999995,90.49999999999994,5.759999999999993,3.550027232125859e-05,3.4358496287084906e-05
75.29999999999995,90.49999999999994,5.779999999999992,3.551661295215359e-05,3.444620424699018e-05
75.29999999999995,90.59999999999994,5.4,3.5753793438569615e-05,3.242037480343616e-05
75.29999999999995,90.59999999999994,5.42,3.5687217870816825e-05,3.2531586504529775e-05
75.29999999999995,90.59999999999994,5.4399999999999995,3.562890897138157e-05,3.264334972563932e-05
75.29999999999995,90.59999999999994,5.459999999999999,3.558505929566139e-05,3.2754976831730526e-05
75.29999999999995,90.59999999999994,5.479999999999999,3.554184912209498e-05,3.2867312038359245e-05
75.29999999999995,90.59999999999994,5.499999999999998,3.550580508260326e-05,3.297983257145003e-05
75.29999999999995,90.59999999999994,5.519999999999998,3.547657995028549e-05,3.309243036826963e-05
75.29999999999995,90.59999999999994,5.539999999999997,3.543403126372439e-05,3.317857711977675e-05
75.29999999999995,90.59999999999994,5.559999999999997,3.541700231862977e-05,3.329079089653408e-05
75.29999999999995,90.59999999999994,5.5799999999999965,3.540582116383137e-05,3.34028038934786e-05
75.29999999999995,90.59999999999994,5.599999999999996,3.5385002219267854e-05,3.350297910116635e-05
75.29999999999995,90.59999999999994,5.619999999999996,3.538471118998779e-05,3.361436010878025e-05
75.29999999999995,90.59999999999994,5.639999999999995,3.5389382469232666e-05,3.372530989098847e-05
75.29999999999995,90.59999999999994,5.659999999999995,3.538815188469163e-05,3.382106595766371e-05
75.29999999999995,90.59999999999994,5.679999999999994,3.540159900335571e-05,3.393074428752871e-05
75.29999999999995,90.59999999999994,5.699999999999994,3.541921913949495e-05,3.40398101958092e-05
75.29999999999995,90.59999999999994,5.7199999999999935,3.5429716310845785e-05,3.413387801814179e-05
75.29999999999995,90.59999999999994,5.739999999999993,3.546280358756643e-05,3.424643811680565e-05
75.29999999999995,90.59999999999994,5.759999999999993,3.548523422799225e-05,3.434416848138064e-05
75.29999999999995,90.59999999999994,5.779999999999992,3.551656883203403e-05,3.44499647359541e-05
75.29999999999995,90.69999999999993,5.4,3.579438187430623e-05,3.247063174444474e-05
75.29999999999995,90.69999999999993,5.42,3.572194118218049e-05,3.256811107082539e-05
75.29999999999995,90.69999999999993,5.4399999999999995,3.5661890472921253e-05,3.2677440862669835e-05
75.29999999999995,90.69999999999993,5.459999999999999,3.5609741874606e-05,3.278726244290937e-05
75.29999999999995,90.69999999999993,5.479999999999999,3.556512883262967e-05,3.289745078853567e-05
75.29999999999995,90.69999999999993,5.499999999999998,3.5527694840122153e-05,3.300788859568909e-05
75.29999999999995,90.69999999999993,5.519999999999998,3.549709357347912e-05,3.311846590593546e-05
75.29999999999995,90.69999999999993,5.539999999999997,3.548449270328881e-05,3.323738228704719e-05
75.29999999999995,90.69999999999993,5.559999999999997,3.5466430874632864e-05,3.334788280605664e-05
75.29999999999995,90.69999999999993,5.5799999999999965,3.5454225429730916e-05,3.345823439263209e-05
75.29999999999995,90.69999999999993,5.599999999999996,3.544757148462632e-05,3.3568352993725295e-05
75.29999999999995,90.69999999999993,5.619999999999996,3.544617446611261e-05,3.367816022796859e-05
75.29999999999995,90.69999999999993,5.639999999999995,3.544975004461772e-05,3.378758309056605e-05
75.29999999999995,90.69999999999993,5.659999999999995,3.543577917443311e-05,3.38689229861435e-05
75.29999999999995,90.69999999999993,5.679999999999994,3.5448097693962685e-05,3.397716650390805e-05
75.29999999999995,90.69999999999993,5.699999999999994,3.54646042250063e-05,3.408484109762992e-05
75.29999999999995,90.69999999999993,5.7199999999999935,3.5485054211437114e-05,3.419189244101306e-05
75.29999999999995,90.69999999999993,5.739999999999993,3.550921264917208e-05,3.429827029583457e-05
75.29999999999995,90.69999999999993,5.759999999999993,3.553685389845369e-05,3.440392828833573e-05
75.29999999999995,90.69999999999993,5.779999999999992,3.5567761483326895e-05,3.450882369628582e-05
75.29999999999995,90.79999999999993,5.4,3.584817239850925e-05,3.2570367109888626e-05
75.29999999999995,90.79999999999993,5.42,3.577894258413688e-05,3.267590160676833e-05
75.29999999999995,90.79999999999993,5.4399999999999995,3.572783804576287e-05,3.2788759619094695e-05
75.29999999999995,90.79999999999993,5.459999999999999,3.567477281870591e-05,3.2895646743015434e-05
75.29999999999995,90.79999999999993,5.479999999999999,3.5629246694049216e-05,3.300298872555242e-05
75.29999999999995,90.79999999999993,5.499999999999998,3.559090397969208e-05,3.311066573107458e-05
75.29999999999995,90.79999999999993,5.519999999999998,3.555299448719289e-05,3.320614943435577e-05
75.29999999999995,90.79999999999993,5.539999999999997,3.552771049626818e-05,3.3314049246675436e-05
75.29999999999995,90.79999999999993,5.559999999999997,3.5508608295197395e-05,3.3421970377838756e-05
75.29999999999995,90.79999999999993,5.5799999999999965,3.5495373256457384e-05,3.3529820356394215e-05
75.29999999999995,90.79999999999993,5.599999999999996,3.548770104883439e-05,3.3637512743428855e-05
75.29999999999995,90.79999999999993,5.619999999999996,3.548529760008687e-05,3.3744966826317784e-05
75.29999999999995,90.79999999999993,5.639999999999995,3.548787903146646e-05,3.385210732494749e-05
75.29999999999995,90.79999999999993,5.659999999999995,3.549517156639485e-05,3.395886411023753e-05
75.29999999999995,90.79999999999993,5.679999999999994,3.5506911415599996e-05,3.4065171934737904e-05
75.29999999999995,90.79999999999993,5.699999999999994,3.549969605321497e-05,3.414286806119052e-05
75.29999999999995,90.79999999999993,5.7199999999999935,3.551920813697154e-05,3.4247899644734325e-05
75.29999999999995,90.79999999999993,5.739999999999993,3.5542442414898424e-05,3.435231797983081e-05
75.29999999999995,90.79999999999993,5.759999999999993,3.556917344085316e-05,3.445607476441749e-05
75.29999999999995,90.79999999999993,5.779999999999992,3.5599184896644805e-05,3.455912540475566e-05
75.29999999999995,90.89999999999992,5.4,3.604798858040985e-05,3.2823294808221543e-05
75.29999999999995,90.89999999999992,5.42,3.597595165764934e-05,3.292292913600288e-05
75.29999999999995,90.89999999999992,5.4399999999999995,3.5912212573334373e-05,3.302346068546776e-05
75.29999999999995,90.89999999999992,5.459999999999999,3.585639792483438e-05,3.312474878206533e-05
75.29999999999995,90.89999999999992,5.479999999999999,3.580175044908396e-05,3.322408830017685e-05
75.29999999999995,90.89999999999992,5.499999999999998,3.5751902149745645e-05,3.332046746175175e-05
75.29999999999995,90.89999999999992,5.519999999999998,3.57178237305823e-05,3.34231990928031e-05
75.29999999999995,90.89999999999992,5.539999999999997,3.5690275341769925e-05,3.352620482337638e-05
75.29999999999995,90.89999999999992,5.559999999999997,3.566893329224002e-05,3.362938121448769e-05
75.29999999999995,90.89999999999992,5.5799999999999965,3.564268487950006e-05,3.371747223813014e-05
75.29999999999995,90.89999999999992,5.599999999999996,3.5632547126927104e-05,3.382055585034209e-05
75.29999999999995,90.89999999999992,5.619999999999996,3.562771058865317e-05,3.392354063582017e-05
75.29999999999995,90.89999999999992,5.639999999999995,3.5627892256348534e-05,3.402634700225287e-05
75.29999999999995,90.89999999999992,5.659999999999995,3.563281911707098e-05,3.412890061214386e-05
75.29999999999995,90.89999999999992,5.679999999999994,3.564222804262319e-05,3.423113211501034e-05
75.29999999999995,90.89999999999992,5.699999999999994,3.565586565789263e-05,3.4332976890814534e-05
75.29999999999995,90.89999999999992,5.7199999999999935,3.566901996957702e-05,3.442678417356117e-05
75.29999999999995,90.89999999999992,5.739999999999993,3.5690144322695605e-05,3.452752492877805e-05
75.29999999999995,90.89999999999992,5.759999999999993,3.57147979304969e-05,3.462771405260289e-05
75.29999999999995,90.89999999999992,5.779999999999992,3.574276480719029e-05,3.472730345050418e-05
75.29999999999995,90.99999999999991,5.4,3.610041912405038e-05,3.2892786926053565e-05
75.29999999999995,90.99999999999991,5.42,3.6024838269174994e-05,3.298736981384087e-05
75.29999999999995,90.99999999999991,5.4399999999999995,3.595760839162082e-05,3.3083007498087364e-05
75.29999999999995,90.99999999999991,5.459999999999999,3.59002740689068e-05,3.317601490329159e-05
75.29999999999995,90.99999999999991,5.479999999999999,3.5836132469282146e-05,3.3255471048453084e-05
75.29999999999995,90.99999999999991,5.499999999999998,3.579116846834535e-05,3.335313197821327e-05
75.29999999999995,90.99999999999991,5.519999999999998,3.57531340394548e-05,3.345132187015497e-05
75.29999999999995,90.99999999999991,5.539999999999997,3.5721696322103065e-05,3.3549926114029046e-05
75.29999999999995,90.99999999999991,5.559999999999997,3.569653244615472e-05,3.3648836954361055e-05
75.29999999999995,90.99999999999991,5.5799999999999965,3.567521311038962e-05,3.374555333901301e-05
75.29999999999995,90.99999999999991,5.599999999999996,3.566375192522511e-05,3.384078133255084e-05
75.29999999999995,90.99999999999991,5.619999999999996,3.565531258464048e-05,3.39399582633762e-05
75.29999999999995,90.99999999999991,5.639999999999995,3.56519601241197e-05,3.40390748651942e-05
75.29999999999995,90.99999999999991,5.659999999999995,3.5653421584567406e-05,3.413805299936836e-05
75.29999999999995,90.99999999999991,5.679999999999994,3.5659433764048983e-05,3.423681961645173e-05
75.29999999999995,90.99999999999991,5.699999999999994,3.566974309507009e-05,3.433530649988929e-05
75.29999999999995,90.99999999999991,5.7199999999999935,3.568410550290108e-05,3.443345002030628e-05
75.29999999999995,90.99999999999991,5.739999999999993,3.570228624700793e-05,3.453119090017723e-05
75.29999999999995,90.99999999999991,5.759999999999993,3.572405974758611e-05,3.462847398864211e-05
75.29999999999995,90.99999999999991,5.779999999999992,3.5749209399115065e-05,3.47252480462126e-05
75.29999999999995,91.09999999999991,5.4,3.612637155392294e-05,3.2916978208897064e-05
75.29999999999995,91.09999999999991,5.42,3.604944180582279e-05,3.3009816735986956e-05
75.29999999999995,91.09999999999991,5.4399999999999995,3.598087321095941e-05,3.310375873204342e-05
75.29999999999995,91.09999999999991,5.459999999999999,3.592029466638384e-05,3.319865769280592e-05
75.29999999999995,91.09999999999991,5.479999999999999,3.586734453234739e-05,3.329437536279138e-05
75.29999999999995,91.09999999999991,5.499999999999998,3.582167081024644e-05,3.3390781376341e-05
75.29999999999995,91.09999999999991,5.519999999999998,3.5782931282792226e-05,3.348775290760419e-05
75.29999999999995,91.09999999999991,5.539999999999997,3.57507936176816e-05,3.358517433005627e-05
75.29999999999995,91.09999999999991,5.559999999999997,3.572493543628276e-05,3.368293688601396e-05
75.29999999999995,91.09999999999991,5.5799999999999965,3.57050443490459e-05,3.3780938366493576e-05
75.29999999999995,91.09999999999991,5.599999999999996,3.5690817959504605e-05,3.387908280165233e-05
75.29999999999995,91.09999999999991,5.619999999999996,3.568196383885034e-05,3.3977280161961e-05
75.29999999999995,91.09999999999991,5.639999999999995,3.5678199473144734e-05,3.407544607017596e-05
75.29999999999995,91.09999999999991,5.659999999999995,3.567925218528294e-05,3.4173501524108436e-05
75.29999999999995,91.09999999999991,5.679999999999994,3.5684859033841395e-05,3.4271372630129394e-05
75.29999999999995,91.09999999999991,5.699999999999994,3.569476669093691e-05,3.43689903472969e-05
75.29999999999995,91.09999999999991,5.7199999999999935,3.57087313011954e-05,3.446629024195004e-05
75.29999999999995,91.09999999999991,5.739999999999993,3.5726518323880185e-05,3.4563212252576816e-05
75.29999999999995,91.09999999999991,5.759999999999993,3.5747902360165405e-05,3.465970046473433e-05
75.29999999999995,91.09999999999991,5.779999999999992,3.577266696746233e-05,3.475570289577505e-05
75.29999999999995,91.1999999999999,5.4,3.611206087502908e-05,3.289954625615282e-05
75.29999999999995,91.1999999999999,5.42,3.6035614300808595e-05,3.2992999193192e-05
75.29999999999995,91.1999999999999,5.4399999999999995,3.596751654450576e-05,3.3087535797786364e-05
75.29999999999995,91.1999999999999,5.459999999999999,3.590739659030466e-05,3.318301015631504e-05
75.29999999999995,91.1999999999999,5.479999999999999,3.5854892902598674e-05,3.327928459550568e-05
75.29999999999995,91.1999999999999,5.499999999999998,3.580965360290836e-05,3.337622932248308e-05
75.29999999999995,91.1999999999999,5.519999999999998,3.577133660897755e-05,3.347372207390231e-05
75.29999999999995,91.1999999999999,5.539999999999997,3.5739609737338105e-05,3.357164777475063e-05
75.29999999999995,91.1999999999999,5.559999999999997,3.5714150770870436e-05,3.3669898207270415e-05
75.29999999999995,91.1999999999999,5.5799999999999965,3.569464749308214e-05,3.376837169033675e-05
75.29999999999995,91.1999999999999,5.599999999999996,3.568079769098139e-05,3.386697276951944e-05
75.29999999999995,91.1999999999999,5.619999999999996,3.567230912853744e-05,3.3965611917967703e-05
75.29999999999995,91.1999999999999,5.639999999999995,3.566889949280154e-05,3.406420524817593e-05
75.29999999999995,91.1999999999999,5.659999999999995,3.567029631480881e-05,3.4162674234619994e-05
75.29999999999995,91.1999999999999,5.679999999999994,3.5676236867400757e-05,3.426094544719415e-05
75.29999999999995,91.1999999999999,5.699999999999994,3.568646804210047e-05,3.435895029532791e-05
75.29999999999995,91.1999999999999,5.7199999999999935,3.5700746207143026e-05,3.445662478262019e-05
75.29999999999995,91.1999999999999,5.739999999999993,3.571883704871398e-05,3.4553909271791805e-05
75.29999999999995,91.1999999999999,5.759999999999993,3.574051539738388e-05,3.465074825972877e-05
75.29999999999995,91.1999999999999,5.779999999999992,3.576556504164806e-05,3.4747090162365005e-05
75.29999999999995,91.2999999999999,5.4,3.609168891711374e-05,3.290876867545858e-05
75.29999999999995,91.2999999999999,5.42,3.602247801226165e-05,3.302239325895875e-05
75.29999999999995,91.2999999999999,5.4399999999999995,3.595971785323518e-05,3.311348926440125e-05
75.29999999999995,91.2999999999999,5.459999999999999,3.590035613613118e-05,3.320862127440167e-05
75.29999999999995,91.2999999999999,5.479999999999999,3.584859101728704e-05,3.3304558825192106e-05
75.29999999999995,91.2999999999999,5.499999999999998,3.580407078525061e-05,3.3401172151349925e-05
75.29999999999995,91.2999999999999,5.519999999999998,3.57664535522247e-05,3.349833900509849e-05
75.29999999999995,91.2999999999999,5.539999999999997,3.57354073545763e-05,3.3595944316137885e-05
75.29999999999995,91.2999999999999,5.559999999999997,3.5710610218320374e-05,3.3693879861535116e-05
75.29999999999995,91.2999999999999,5.5799999999999965,3.56917501913213e-05,3.3792043946009135e-05
75.29999999999995,91.2999999999999,5.599999999999996,3.5678525344107706e-05,3.38903410928418e-05
75.29999999999995,91.2999999999999,5.619999999999996,3.5670643741309406e-05,3.3988681745555266e-05
75.29999999999995,91.2999999999999,5.639999999999995,3.566782338580426e-05,3.4086981980416115e-05
75.29999999999995,91.2999999999999,5.659999999999995,3.566979213770771e-05,3.418516322975826e-05
75.29999999999995,91.2999999999999,5.679999999999994,3.5676287610354934e-05,3.4283152016056823e-05
75.29999999999995,91.2999999999999,5.699999999999994,3.5687057045415774e-05,3.438087969663513e-05
75.29999999999995,91.2999999999999,5.7199999999999935,3.5701857169251386e-05,3.447828221884431e-05
75.29999999999995,91.2999999999999,5.739999999999993,3.572045403257029e-05,3.457529988551923e-05
75.29999999999995,91.2999999999999,5.759999999999993,3.5742622835374954e-05,3.46718771304857e-05
75.29999999999995,91.2999999999999,5.779999999999992,3.5768147739109914e-05,3.4767962303869796e-05
75.29999999999995,91.39999999999989,5.4,3.61478762729257e-05,3.299729964639788e-05
75.29999999999995,91.39999999999989,5.42,3.607213575116586e-05,3.308914582681165e-05
75.29999999999995,91.39999999999989,5.4399999999999995,3.600470835270391e-05,3.318211067503047e-05
75.29999999999995,91.39999999999989,5.459999999999999,3.5945224017383943e-05,3.3276047835142244e-05
75.29999999999995,91.39999999999989,5.479999999999999,3.5893322187104134e-05,3.33708191604704e-05
75.29999999999995,91.39999999999989,5.499999999999998,3.584865197814948e-05,3.346629435784755e-05
75.29999999999995,91.39999999999989,5.519999999999998,3.581087231589061e-05,3.3562350640652664e-05
75.29999999999995,91.39999999999989,5.539999999999997,3.577965203316396e-05,3.36588723912095e-05
75.29999999999995,91.39999999999989,5.559999999999997,3.575466993388084e-05,3.375575083301211e-05
75.29999999999995,91.39999999999989,5.5799999999999965,3.573561482360273e-05,3.385288371312602e-05
75.29999999999995,91.39999999999989,5.599999999999996,3.572218550897016e-05,3.3950174995010045e-05
75.29999999999995,91.39999999999989,5.619999999999996,3.571409076798386e-05,3.404753456191215e-05
75.29999999999995,91.39999999999989,5.639999999999995,3.571104929321417e-05,3.414487793091315e-05
75.29999999999995,91.39999999999989,5.659999999999995,3.571278961005845e-05,3.4242125977622826e-05
75.29999999999995,91.39999999999989,5.679999999999994,3.571904997218262e-05,3.433920467147297e-05
75.29999999999995,91.39999999999989,5.699999999999994,3.572957823627268e-05,3.443604482150151e-05
75.29999999999995,91.39999999999989,5.7199999999999935,3.574413171819035e-05,3.45325818324782e-05
75.29999999999995,91.39999999999989,5.739999999999993,3.576247703257582e-05,3.462875547118662e-05
