filename,xca,yca,xcb,ycb
../../../bdi/BDI1350/BDI1350_00005_ssbp.fit,870.8822026611293,366.53186564130544,294.88220266112927,226.53186564130542
../../../bdi/BDI1350/BDI1350_00006_ssbp.fit,871.0275043213821,366.67320083462965,294.91888272014086,229.1016778893382
../../../bdi/BDI1350/BDI1350_00007_ssbp.fit,870.9832413530188,366.5588396072801,294.5347718004978,230.95648851993752
../../../bdi/BDI1350/BDI1350_00008_ssbp.fit,871.0058094524147,366.6389247694872,294.07808500248177,232.70266023844044
../../../bdi/BDI1350/BDI1350_00009_ssbp.fit,871.1280992985522,366.71317734019203,293.6124846230186,234.65246707561286
../../../bdi/BDI1350/BDI1350_00010_ssbp.fit,871.0721410905243,366.7556050397184,292.95541565585665,236.43069261101522
../../../bdi/BDI1350/BDI1350_00011_ssbp.fit,870.9773747200328,366.7831676218358,292.69373904598666,238.66201451622368
../../../bdi/BDI1350/BDI1350_00012_ssbp.fit,870.8207274738429,366.79668608388033,292.020364870124,240.4055792297125
../../../bdi/BDI1350/BDI1350_00013_ssbp.fit,870.847606680602,366.73618476521966,291.6888982258406,242.2030099342596
../../../bdi/BDI1350/BDI1350_00014_ssbp.fit,871.0198415261825,366.88310330443466,291.58047857245066,244.26395931275107
../../../bdi/BDI1350/BDI1350_00015_ssbp.fit,871.0432896465347,366.7862678669999,291.20907122239873,246.0400106054581
../../../bdi/BDI1350/BDI1350_00016_ssbp.fit,871.0435806586978,367.046859433236,290.5401230043166,247.8232184240964
../../../bdi/BDI1350/BDI1350_00017_ssbp.fit,871.7547309242914,367.2750012126851,284.7547309242914,286.2750012126852
../../../bdi/BDI1350/BDI1350_00018_ssbp.fit,871.6532181419623,367.3166888507308,284.2891201914484,288.091305533597
../../../bdi/BDI1350/BDI1350_00019_ssbp.fit,871.3970626446861,367.3457087729369,283.39706264468606,289.34570877293703
../../../bdi/BDI1350/BDI1350_00020_ssbp.fit,871.5038528022238,367.29682288904235,283.8736850371416,291.5239781408344
../../../bdi/BDI1350/BDI1350_00021_ssbp.fit,871.5834667833113,367.45086090795235,283.5834667833112,293.4508609079523
../../../bdi/BDI1350/BDI1350_00022_ssbp.fit,871.4998071127825,367.5245110676375,283.39146210853545,295.07942725249814
../../../bdi/BDI1350/BDI1350_00023_ssbp.fit,871.6203256944673,367.4897125120578,283.41171265373526,296.7301820772892
../../../bdi/BDI1350/BDI1350_00024_ssbp.fit,871.5098609227063,367.462888107548,282.50986092270625,298.46288810754794
../../../bdi/BDI1350/BDI1350_00025_ssbp.fit,871.7006441060294,367.4897612416864,282.96910639957247,300.08071457528337
../../../bdi/BDI1350/BDI1350_00026_ssbp.fit,871.8960218732532,367.49618088180017,282.8960218732531,301.4961808818001
../../../bdi/BDI1350/BDI1350_00027_ssbp.fit,872.0735456170703,367.5903657121882,283.19512930307155,303.6068523435278
../../../bdi/BDI1350/BDI1350_00028_ssbp.fit,871.9306337931955,367.4710968253245,282.87181781021707,305.069333386064
../../../bdi/BDI1350/BDI1350_00029_ssbp.fit,871.214662885543,367.9256566013869,280.56702358165404,321.0425242119494
../../../bdi/BDI1350/BDI1350_00030_ssbp.fit,871.2939626619643,367.9494648523944,280.6764584719413,322.72533392548934
../../../bdi/BDI1350/BDI1350_00031_ssbp.fit,871.2602539226033,368.0270489076384,280.41793770557615,324.36801077489037
../../../bdi/BDI1350/BDI1350_00032_ssbp.fit,871.0219744175763,367.92379835158783,279.906012504746,325.7551442945148
../../../bdi/BDI1350/BDI1350_00033_ssbp.fit,871.3585228510278,367.8295558666512,280.2287988183585,327.26265772805175
../../../bdi/BDI1350/BDI1350_00034_ssbp.fit,871.1842522308513,367.9826921201142,280.1842522308513,329.98269212011417
../../../bdi/BDI1350/BDI1350_00035_ssbp.fit,871.1359842373166,368.253424615196,279.7418151427271,331.01574226720584
../../../bdi/BDI1350/BDI1350_00036_ssbp.fit,870.9392921988845,367.8959680060872,279.54188422485777,332.1589208392121
../../../bdi/BDI1350/BDI1350_00037_ssbp.fit,871.0336646727159,368.07507139752107,279.4921836984182,333.87840788253584
../../../bdi/BDI1350/BDI1350_00038_ssbp.fit,871.2480737061215,368.0409620506418,279.53181675870894,335.3093516896915
../../../bdi/BDI1350/BDI1350_00039_ssbp.fit,871.2766241331623,367.9552462498957,279.2766241331624,336.95524624989565
../../../bdi/BDI1350/BDI1350_00040_ssbp.fit,871.0298474096339,368.2625082693158,279.2003441226057,338.56142492327945
../../../bdi/BDI1350/BDI1350_00041_ssbp.fit,871.3876489335727,368.5217361015342,278.38764893357285,353.52173610153415
../../../bdi/BDI1350/BDI1350_00042_ssbp.fit,871.6005535453387,368.55391732222984,279.41548007154785,354.84255883236403
../../../bdi/BDI1350/BDI1350_00043_ssbp.fit,871.5183508342842,368.55950896324094,278.5183508342843,355.55950896324094
../../../bdi/BDI1350/BDI1350_00044_ssbp.fit,871.4548868465542,368.6687957663802,279.0656735764784,357.58688913319776
../../../bdi/BDI1350/BDI1350_00045_ssbp.fit,871.4710969136656,368.6070966703122,279.1105257749062,359.10379608426734
../../../bdi/BDI1350/BDI1350_00046_ssbp.fit,871.4116755205414,368.62710735728757,279.0062805685301,360.39748564154513
../../../bdi/BDI1350/BDI1350_00047_ssbp.fit,871.4857216959675,368.70158545017347,278.95556960512107,361.97637785685066
../../../bdi/BDI1350/BDI1350_00048_ssbp.fit,871.3731515450952,368.66656893629516,278.3731515450954,363.66656893629516
../../../bdi/BDI1350/BDI1350_00049_ssbp.fit,871.6690731947159,368.7559829928725,279.14508496743815,365.0145998996875
../../../bdi/BDI1350/BDI1350_00050_ssbp.fit,871.4454358671187,368.6235284167418,278.4454358671188,366.6235284167418
../../../bdi/BDI1350/BDI1350_00051_ssbp.fit,871.5411101286409,368.6963772004481,279.1445573018458,367.80138822355997
../../../bdi/BDI1350/BDI1350_00052_ssbp.fit,871.6674938849292,368.8776743097582,278.6674938849289,369.8776743097582
